SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG
1210466,CALLER STATED THE LOCATION HAS MOTOR OIL AND TRANSMISSION FLUID AT THE LOCATION NOT BEING DISPOSED OF PROPERLY. CALLER STATED THE FLUIDS ARE SPILLING INTO THE SOIL AT THE LOCATION.,FIXED,UNKNOWN,4/27/18 10:45,DISCOVERED,LKQ CITY AUTO PARTS OF DURHAM,1301 SOUTH MIAMI BLVD,,,DURHAM,NC,DURHAM,27703,,,,,,,,,,,,,,,N
1210467,CALLER STATED A 275 GALLON POLY TOTE OF HYDROCHLORIC ACID (UN#1789) IN THE BACK OF A PUP TRAILER WAS LEAKING FROM THE TRAILER WHICH IMPACTED THE SOIL AND HAS REACHED A RETENTION POND DUE TO THE POLYTOTE SHIFTING IN THE TRAILER. CALLER STATED IT IS UNKNOWN AT THIS TIME FOR THE REASON OF THE LEAK.,MOBILE,UNKNOWN,4/27/18 3:00,OCCURRED,INTERSTATE 70 WEST BOUND,MILE MARKER 183.5,,,VAIL,CO,EAGLE,,,,,,,,,,,,,,,,N
1210468,CALLER REPORTED A VEHICLE IS LEAKING AN UNKNOWN AMOUNT OF OIL ONTO THE PARKING LOT.,MOBILE,EQUIPMENT FAILURE,4/27/18 11:17,OCCURRED,,1415 NW 68TH TERRACE,,,MARGATE,FL,BROWARD,,,,,,,,,,,,,,,,N
1210469,"CALLER STATED THAT A TANKER TRUCK CARRYING 1200 GALLONS OF UN1760 CORROSIVE LIQUID N.O.S (CONTAINS PHOSPHORIC ACID; CARBOXYLIC ACID POLYMER.) WAS INVOLVED IN A SINGLE VEHICLE ACCIDENT WHERE THE TRUCK STRUCK A PEDESTRIAN RESULTING IN FATAL INJURIES TO THE PEDESTRIAN. CALLER STATED THAT THERE WERE NO RELEASES OF MATERIALS, NOR IS A THERE A POTENTIAL. THIS REPORT IS TO FULFILL REQUIREMENTS UNDER 49CFR171.15 (B)(1)(I) IN CASE THIS SITUATION FITS THAT CRITERIA.",MOBILE,TRANSPORT ACCIDENT,4/26/18 19:00,OCCURRED,,MILE MARKER 81 HWY 371,,,FARMINGTON,NM,SAN JUAN,,,,,,,,,,,,,,,,N
1210470,CALLER REPORTED A TRAIN Q51326 STRUCK AN INDIVIDUAL SITTING ON THE TRACKS WHICH RESULTED IN A FATALITY.,RAILROAD NON-RELEASE,TRESPASSER,4/27/18 10:51,DISCOVERED,,"QUALLS ROAD, HIGHWAY US 41",,,ADAMS,TN,ROBERTSON,,,,,,,,,,,,,,,,N
1210471,CALLER STATED OIL CHANGE PITS AT THE LOCATION ARE LEAKING OIL INTO THE GROUND. CALLER STATED THE PITS HAVE BEEN COVERED UP WITH GRAVEL. CALLER STATED THEY ARE DUMPING OIL AS WELL.,FIXED,DUMPING,3/27/18 15:00,DISCOVERED,"JOHN DEER
",3421 ZERO STREET,,,FORT SMITH,AR,SEBASTIAN,,,,,,,,,,,,,,,,N
1210473,CALLER STATED THAT A THEY DISCHARGED 3800 GALLONS OF A WATER BASED PAINT TO SECONDARY CONTAINMENT WITHIN THE FACILITY.  A LEAK IN THE CONTAINMENT ALLOWED 300 GALLONS TO ESCAPE SECONDARY CONTAINMENT WITH AN UNKNOWN AMOUNT IMPACTING A STORM DRAIN.  AND FROM THEIR TO THE ST. JOSEPH RIVER.,STORAGE TANK,EQUIPMENT FAILURE,4/27/18 7:00,OCCURRED,,6610 COUNTY RD 60,,,ST. JOE,IN,DE KALB,,,,,,,,,,,,,,,,N
1210474,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE INTO PLYMOUTH BAY.,UNKNOWN SHEEN,UNKNOWN,4/27/18 10:26,OCCURRED,UNKNOWN SHEEN INCIDENT,SEE LAT LONG,,,PLYMOUTH,MA,BARNSTABLE,,,,,41,55,59,N,70,33,37,W,,,,N
1210477,CALLER STATED THERE WAS A TRAIN DERAILMENT OF 6-10 RAIL CARS DUE TO UNKNOWN CAUSES. CALLER STATED THERE COULD BE A POTENTIAL OF A RELEASE OF UNKNOWN MATERIAL AT THIS TIME. CALLER STATED DERAILED RAIL CAR NUMBERS ARE UNAVAILABLE AT THIS TIME.,RAILROAD,DERAILMENT,4/27/18 2:15,OCCURRED,UNION YARD,MILE POST 6.4,,,ST ANTHONY,MN,RAMSEY,,,,,,,,,,,,,,,,Y
1210480,CALLER STATED THERE WAS VESSEL SINKING AT GLACIER SEAFOOD'S DOCK DUE TO UNKNOWN CAUSES AT THIS TIME. CALLER STATED THERE IS A POTENTIAL RELEASE OF A POSSIBLE 2 GALLONS OF GASOLINE FROM A 35 FOOT SKIFF.,VESSEL,VESSEL SINKING,4/27/18 4:00,OCCURRED,GLACIER SEAFOODS INC,13555 GLACIER HWY,,,JUNEAU,AK,JUNEAU,99801,,,,,,,,,,,,,,,Y
1210481,CALLER STATED THAT THE RESTAURANT IS RELEASING MATERIALS TO THE AIR THAT HAVE A HEAVY SMELL OF GREASE AND IS CREATING THICK VISIBLE SMOG.,FIXED,UNKNOWN,4/27/18 9:00,OCCURRED,,410 SOUTH HIGH ST,,,WESTCHESTER,PA,CHESTER,,,,,,,,,,,,,,,,N
1210483,CALLER REPORTED A SHEEN DISCOVERED IN A DITCH WHERE PEOPLE NORMALLY COME AND DUMP MATERIALS.,FIXED,UNKNOWN,4/26/18 12:00,DISCOVERED,,CLEARLAKE RD,CORNER OF JACKSON AND CLEARLAKE RD,,COCOA,FL,BREVARD,,,,,,,,,,,,,,,,N
1210484,"CALLER REPORTED A TRAIN DERAILED 7 CARS FROM DUE TO A BROKEN KNUCKLE ON A ROW CAR.  THIS WILL EXCEED OVER $150,000 IN DAMAGES.",RAILROAD NON-RELEASE,DERAILMENT,4/26/18 1:55,OCCURRED,,MILEPOST 180 SUBDIVISION BROWNSVILLE,,,WOODSBORO,TX,REFUGIO,,,,,,,,,,,,,,,,N
1210485,"CALLER REPORTED THE DELIVERY MAN WAS TRANSPORTING A 150 POUND CYLINDER AND IT FELL OFF THE DOLLY, HIT THE GROUND, AND RELEASED MATERIALS FROM THE VALVE AREA.",STORAGE TANK,OPERATOR ERROR,4/27/18 11:30,DISCOVERED,WATER TREATMENT PLANT,12600 HARBOR RIDGE BLVD,,,PALM CITY,FL,ST. LUCIE,34990,,,,,,,,,,,,,,,N
1210486,"***NOAA/NESDIS SATELITE IMAGERY REPORT***

A POSSIBLE OIL ANOMALY WAS OBSERVED IN SATELLITE IMAGERY. THIS ANOMALY IS UNCONFIRMED AS OIL.",UNKNOWN SHEEN,UNKNOWN,4/27/18 6:55,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,LA,MISSISSIPPI CANYON 20,,,,,28,56,16,N,88,58,15,W,,,,N
1210487,CALLER REPORTED A REDDISH UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN LOON LAKE.,UNKNOWN SHEEN,UNKNOWN,4/27/18 8:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,41987 SHORE ACRES ROAD,,,LOON LAKE,WA,STEVENS,,,,,,,,,,,,,,,,N
1210488,CALLER REPORTED 275 GALLONS OF HYDROCHLORIC ACID WAS RELEASED FROM A PORTABLE TANK ON THE BACK OF A TRAILER WHEN THE TANK SPLIT OPEN AND LEAKED ON THE TRAILER AND ROADWAY.,MOBILE,TRANSPORT ACCIDENT,4/27/18 1:34,OCCURRED,,INSTERSTATE 70 MILEMARKER 183,,,VAIL,CO,EAGLE,,,,,,,,,,,,,,,,N
1210489,CALLER REPORTED A SHEEN FROM A DOWNED PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.,PLATFORM,HURRICANE,4/27/18 8:40,OCCURRED,PLATFORM INCIDENT,,,,,LA,MISSISSIPPI CANYON AREA,,,,,28,56,24,N,88,58,12,W,,,,N
1210493,CALLER REPORTED A DIESEL POWERED FIRE PUMP AT THEIR FACILITY RAN HOT AND CAUSED THE SPRINKLERS TO TRIP AND ENOUGH WATER ACCUMULATED TO OVERFILL A DRIP TRAY RESULTING IN A RELEASE OF RESIDUAL MATERIALS.,FIXED,OTHER,4/26/18 19:00,OCCURRED,LUMBER MILL,2200 RAILROAD AVE,,,ST MARYS,ID,BENEWAH,,,,,,,,,,,,,,,,N
1210495,CALLER STATES MOTOR OIL AND TRANSMISSION FLUID IS BEING INTENTIONALLY DUMPED ON A DIRT ROAD AND THIS HAS BEEN ONGOING FOR TWO YEARS.,FIXED,DUMPING,4/27/18 12:00,OCCURRED,PRIVATE RESIDENCE,24900 SOUTH 670 RD.,,,WYANDOTTE,OK,OTTAWA,74370,,,,,,,,,,,,,,,N
1210496,CALLER STATED THAT A VESSEL SANK AT IT'S MOORINGS AND HAS PRODUCED A SHEEN ON THE WATERS OF THE NORTH EAST OF THE CAPE FEAR RIVER. INCIDENT DATE IS APPROXIMATE.,VESSEL,VESSEL SINKING,3/15/18 12:00,OCCURRED,,165 GOOSE NECK RD WEST,,,ROCKY POINT,NC,PENDER,28457,,,,,,,,,,,,,,,N
1210499,"***48 HOUR PHMSA UPDATE TO REPORT NO 1210330***

UPDATES:
-QUANTITY RELEASED IS 102 GALLONS OF DIESEL FUEL.
-THE SOURCE WAS FOUND TO BE A PINHOLE LEAK IN THE DRAINLINE.
-DRAIN LINE WAS REPAIRED AND LINE RESTARTED.
-SOIL REMEDIATION IS IN PROGRESS.

ORIGINAL DESCRIPTION:
CALLER IS REPORTING A DISCHARGE OF DIESEL AT A PIPELINE PUMP STATION.  SOURCE AND  CAUSE OF THE DISCHARGE IS UNDER INVESTIGATION.",PIPELINE,EQUIPMENT FAILURE,4/25/18 15:00,DISCOVERED,,8089 FOLLEY BROWN ROAD,,,CLINTON,LA,E. FELICIANA,,,,,,,,,,,,,,,,N
1210504,CALLER STATED THAT AN EFEST LCD UNIVERSAL BATTERY CHARGER CONTAINING 4 BATTERIES IGNITED A PASSENGERS LUGGAGE AT THE T-POINT. THIS CAUSED A RELEASE OF MATERIALS TO THE AIR ASSOCIATED WITH IGNITING BATTERIES.,FIXED,EQUIPMENT FAILURE,4/27/18 9:00,OCCURRED,,TAMPA INTERNATIONAL AIRPORT,SOUTHWEST T-POINT,,TAMPA,FL,HILLSBOROUGH,,,,,,,,,,,,,,,,N
1210505,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,4/27/18 14:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,NORTH END OF PABLO ISLAND,,,,MD,TALBOT,,,,,,,,,,,,,,,,N
1210506,CALLER REPORTED RESIDENTS OF THE BOATS ARE RELEASING OIL AND SEWAGE INTO THE OAKLAND ESTUARY.,FIXED,DUMPING,4/27/18 14:33,OCCURRED,,1 EMBARCADARO WEST,,,OAKLAND,CA,ALAMEDA,,,,,,,,,,,,,,,,N
1210507,CALLER STATES DIESEL FUEL DISCHARGED FROM AN UNKNOWN SOURCE (POSSIBLY A BROKEN FUEL NOZZLE) AT A GAS STATION.,FIXED,EQUIPMENT FAILURE,3/28/18 12:00,OCCURRED,GAS STATION (FUELING CENTER),22717 AVE 18.5,,,MADERA,CA,KERN,93637,,,,,,,,,,,,,,,N
1210509,UNKNOWN SHEEN SIGHTING.  EXACT SOURCE OF THE SHEEN IS UNKNOWN AT THIS TIME BUT THEY DID RECOVER A ONE GALLON CAN THAT HAS AN UNKNOWN SUBSTANCE IN IT AND A ONE PINT CAN THAT IS GLUED TO THE TOP OF IT THAT WERE FLOATING IN THE MIDDLE OF THE SHEEN.,UNKNOWN SHEEN,UNKNOWN,4/27/18 11:47,DISCOVERED,SHIP CANAL; AT FISHERMAN'S TERMINAL (JUST NORTH OF),,,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N
1210510,CALLER REPORTED A SHEEN COMING FROM A PIER THAT WAS UNDER MAINTENANCE EARLIER IN THE DAY.,FIXED,UNKNOWN,4/27/18 14:00,DISCOVERED,THUNDER BAY SHORES MARINA,,,,ALPENA,MI,ALPENA,,,,,,,,,,,,,,,,N
1210511,CALLER STATED THAT A TRAIN STRUCK AN UNOCCUPIED VEHICLE BEING TOWED BY ANOTHER VEHICLE. NO INJURIES.,RAILROAD NON-RELEASE,OTHER,4/27/18 13:32,OCCURRED,,FORTWORTH SUB,MILE POST 254.2,,MANHATTEN,TX,BOSQUE,,,,,,,,,,,,,,,,N
1210513,CALLER STATED THEY HAD A OVERFLOW OF GASOLINE DURING THE REFUELING PROCESS OF A 29 FOOT SMALL BOAT.,VESSEL,OPERATOR ERROR,4/27/18 15:20,OCCURRED,USCG - STA SW HARBOR,184 CLARK POINT ROAD,,,SOUTHWEST HARBOR,ME,HANCOCK,,,,,,,,,,,,,,,,N
1210514,CALLER STATED THAT AN HVAC MAINTENANCE WORKER WAS SERVICING A RESIDENTIAL SYSTEM AND RELEASED THE FREON INTO THE ATMOSPHERE WITHOUT USING A RECOVERY SYSTEM.,FIXED,DUMPING,4/27/18 14:00,OCCURRED,,4547 CREEKSIDE DR,,,HALTOM,TX,TARRANT,,,,,,,,,,,,,,,,N
1210515,CALLER REPORTED AN OPERATOR WAS MAKING THEIR ROUNDS ON A PLATFORM AND NOTICED A SHEEN.,PIPELINE,EQUIPMENT FAILURE,4/27/18 14:40,DISCOVERED,,SEE LAT/LONG,,,,LA,BAY MARCHAND AREA,,,,,29,4,19,N,90,10,4,W,,,,N
1210517,CALLER REPORTED THEIR NEIGHBOR BURNING PLASTIC IN THE YARD.,FIXED,OTHER,4/27/18 9:00,DISCOVERED,ACROSS THE STREET FROM 75 KERR CANYON RD,WING HILL RD,,,COBDEN,IL,UNION,,,,,,,,,,,,,,,,N
1210519,NATURAL GAS RELEASED FROM A SERVICE LINE (UNKNOWN SIZE) AS THE RESULT OF A HOUSE EXPLOSION.  IT IS UNKNOWN WHAT ACTUALLY CAUSED THE EXPLOSION AT THIS TIME.  CALLER STATES THEY ARE BEGINNING AN INVESTIGATION.,PIPELINE,UNKNOWN,4/27/18 14:56,OCCURRED,PRIVATE RESIDENCE,58 BOBO LINK ST.,,,ROCHESTER HILLS,MI,OAKLAND,,,,,,,,,,,,,,,,N
1210520,CALLER REPORTED AN UNKNOWN MATERIAL WAS RELEASED INTO THE GULF OF MEXICO FROM A PIPELINE DUE TO UNKNOWN CAUSES.,PIPELINE,UNKNOWN,4/27/18 14:45,OCCURRED,,SEE LAT LONG,,,CAMERON,LA,EAST CAMERON AREA,,,,,28,26,20,N,92,57,53,W,,,,N
1210521,CALLER REPORTED A SMALL AMOUNT OF MATERIALS INTO THE WATER FROM AN UNKNOWN SOURCE.,FIXED,EQUIPMENT FAILURE,4/27/18 15:20,DISCOVERED,,1600 ELY ST,,,MARINETTE,WI,MARINETTE,,,,,,,,,,,,,,,,N
1210522,CALLER REPORTED A RELEASE OF DRY FERTILIZER IN A DITCH WHEN A TRUCK FLIPPED OVER.,MOBILE,TRANSPORT ACCIDENT,4/27/18 15:00,OCCURRED,BETWEEN MONDOVI RD AND ELEVA RD,SEGERSTROM RD,,,,WI,BUFFALO,,,,,,,,,,,,,,,,N
1210523,CALLER REPORTED A NOAA VESSEL WAS AT THE DOCK AND WHEN IT LEFT THE AREA THERE WAS A HUGE OIL SHEEN.,VESSEL,UNKNOWN,4/27/18 16:30,DISCOVERED,BERTH D-1,NAVAL STATION MAYPORT,,,,FL,DUVAL,,,,,,,,,,,,,,,,N
1210524,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,4/27/18 15:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,LA,SOUTH MARSH ISLAND AREA,,,,,29,6,57,N,91,52,29,W,,,,N
1210525,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE LITTLE CREEK CHANNEL.,UNKNOWN SHEEN,UNKNOWN,4/27/18 16:57,DISCOVERED,UNKNOWN SHEEN INCIDENT,1376 TORTUGA ROAD,PIER 18,,VIRGINIA BEACH,VA,VIRGINIA BEACH,,,,,,,,,,,,,,,,N
1210526,CALLER STATES THE RESPONSIBLE PARTY IS TEARING DOWN ASBESTOS SIDINGS AND MATERIAL AT AN OLD RESTAURANT BUILDING AND THEY ARE JUST DUMPING THE MATERIAL INTO A DUMPSTER WITHOUT ANY INSULATION.  CALLER ALSO STATES THIS IS CURRENTLY ONGOING RIGHT NOW.,FIXED,OTHER,4/27/18 16:45,OCCURRED,OLD RESTAURANT BUILDING,2596 STATE HWY 176,,,ROCKAWAY BEACH,MO,TANEY,,,,,,,,,,,,,,,,N
1210527,TRESPASSER FATALITY INVOLVED WITH A FREIGHT TRAIN AT A GRADE CROSSING.,RAILROAD NON-RELEASE,TRESPASSER,4/27/18 16:26,OCCURRED,,FLORIN RD,,,SACRAMENTO,CA,SACRAMENTO,,,,,,,,,,,,,,,,N
1210528,CRUDE OIL DISCHARGED FROM AN OUT-OF-SERVICE 3 INCH FLOW LINE DUE TO A PLUG AND ABANDON ACTIVITY AND THEY WERE MECHANICALLY CUTTING INTO THE FLOW LINE WHEN THE LEAK OCCURRED.,PIPELINE,OTHER,4/27/18 15:15,OCCURRED,GULF OF MEXICO,"LAT: 29N 21' 19.5""","LONG: -91W 48' 46.85""",,,LA,EUGENE ISLAND AREA,,,,,29,21,20,N,91,48,47,W,,,,N
1210529,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,4/27/18 7:15,DISCOVERED,UNKNOWN SHEEN INCIDENT,1189 CABRAS HIGHWAY,,,APRA HARBOR,GU,GUAM,96932,,,,,,,,,,,,,,,N
1210530,CALLER REPORTED A DRIVER WAS DELIVERING A 275 GALLON TOTE AND THE TOTE FELL OFF THE LIFT GATE CAUSING A SPILL OF ITS CONTENTS. THE PROPERTY OWNER THEN CAME AND FLUSHED ALL THE MATERIALS DOWN A DRAIN TO AN UNKNOWN LOCATION.,MOBILE,TRANSPORT ACCIDENT,4/27/18 14:40,OCCURRED,,5572 ATLANTA HWY,,,FLOWERY BRANCH,GA,HALL,,,,,,,,,,,,,,,,N
1210532,DIELECTRIC FLUID RELEASED FROM A POLE MOUNTED TRANSFORMER DUE TO A TREE LIMB THAT FELL AND BROUGHT THE TRANSFORMER DOWN.  IT IS UNKNOWN IF THE TRANSFORMER CONTAINS PCB.,FIXED,OTHER,4/27/18 16:00,OCCURRED,IN FRONT OF THE ADDRESS LOCATION,312 ADAMS ST.,,,LINDEN,NJ,UNION,,,,,,,,,,,,,,,,N
1210534,JET FUEL DISCHARGED FROM THE ENGINE 3 ON THE AIRCRAFT DUE TO A MECHANICAL PROBLEM.,AIRCRAFT,EQUIPMENT FAILURE,4/27/18 0:05,OCCURRED,MEMPHIS INTERNATIONAL AIRPORT; RUNWAY 27,,,,MEMPHIS,TN,SHELBY,,,,,,,,,,,,,,,,N
1210535,"*** MARINE POLLUTION SURVEILLANCE REPORTS ***
 
* MYSTERY SHEEN REPORT.
 
DATE: 04-25-2018     
OBSERVATION TIME: 2250 UTC
LOCATION: ATLANTIC OCEAN 
CONFIDENCE: HIGH
 
*** SEE SSI ***",UNKNOWN SHEEN,UNKNOWN,4/27/18 18:50,DISCOVERED,ATLANTIC OCEAN; MID ATLANTIC U.S.,,,,,NY,SUFFOLK,,,,,40,24,3,N,72,22,13,W,,,,N
1210536,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,4/27/18 14:55,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,HOMER,AK,KENAI PENINSULA,,,,,,,,,,,,,,,,N
1210537,30 - 35 GALLONS OF NON-PCB TRANSFORMER OIL DISCHARGED FROM A POLE MOUNTED TRANSFORMER DUE TO A WIND STORM THAT TOOK DOWN A TREE.,FIXED,NATURAL PHENOMENON,4/27/18 19:00,OCCURRED,,865 ABERDEEN ST,,,AKRON,OH,SUMMIT,,,,,,,,,,,,,,,,N
1210538,CALLER REPORTED A VESSEL THAT HAS BEEN MONITORED FOR ABOUT A MONTH HAS FINALLY SANK.,VESSEL,VESSEL SINKING,4/27/18 15:15,DISCOVERED,,EBEY SLOUGH,,,EVERETT,WA,SNOHOMISH,,,,,,,,,,,,,,,,Y
1210539,CALLER STATES THERE ARE PEOPLE AT A RESIDENCE IN A RURAL AREA THAT ARE BURNING AN UNKNOWN TOXIC MATERIAL IN A BARREL IN THEIR BACKYARD AND THE ODOR HAS SPREAD ACROSS THE WHOLE AREA WHICH IS MAKING IT DIFFICULT FOR PEOPLE TO BREATHE.  CALLER ALSO STATES THE TOXIC ODOR IS CAUSING HIM TO SNEEZE CONTINUOUSLY.,STORAGE TANK,OTHER,4/27/18 18:00,OCCURRED,RURAL AREA; IN THE BACKYARD OF A PRIVATE RESIDENCE OFF OF ANTIOCH RD,OFF OF ANTIOCH RD,,,,AR,HOT SPRING,,,,,,,,,,,,,,,,N
1210540,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,4/27/18 17:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,LA,SOUTH MARSH ISLAND AREA,,,,,29,7,31,N,91,53,19,W,,,,N
1210541,OILY WATER MIXTURE RELEASED AS THE RESULT OF AN UPSET ON THE WATER SKIMMER CAUSING FLOODING IN THE FLOAT CELL AND IT CARRIED OVER AND DUMPED INTO THE WATER.,PLATFORM,OTHER,4/27/18 18:00,OCCURRED,GULF OF MEXICO,"LAT: 29N 10' 2.641""","LONG: -88W 27' 21.12""",,BOOTHVILLE,LA,VIOSCA KNOLL,,,,,29,10,3,N,88,27,21,W,,,,N
1210543,GRADE CROSSING ACCIDENT INVOLVING A FREIGHT TRAIN AND PASSENGER TRUCK (F150).,RAILROAD NON-RELEASE,TRESPASSER,4/27/18 18:54,OCCURRED,,PRIVATE CROSSING,,,MAPLE HILL,KS,WABAUNSEE,,,,,,,,,,,,,,,,N
1210544,CALLER REPORTED 8 BARRELS OF CRUDE OIL THAT WAS RELEASED FROM AN OPEN VALVE INTO A SMALL CREEK.,STORAGE TANK,EQUIPMENT FAILURE,4/27/18 13:00,DISCOVERED,,SEE LAT/LONG,,,,OK,LOGAN,,,,,35,55,16,N,97,9,59,W,,,,N
1210545,CALLER REPORTED SOMEONE NOTICED A SHEEN ON THE BACK END OF A VESSEL DUE TO UNKNOWN REASONS.,VESSEL,UNKNOWN,4/27/18 16:30,DISCOVERED,SEA WALL,300 NORTH HARBOR DRIVE,,,VALDEZ,AK,VALDEZ,,,,,,,,,,,,,,,,N
1210547,CALLER REPORTED A RELEASE OF MATERIALS FROM THEIR BOILER IN THE BASEMENT DUE TO EQUIPMENT FAILURE.,FIXED,EQUIPMENT FAILURE,4/27/18 19:50,OCCURRED,,701 CHASE ST,,,ANNAPOLIS,MD,ANNE ARUNDEL,,,,,,,,,,,,,,,,N
1210548,"AN ESTIMATED 10 GALLONS OF MOTOR OIL DISCHARGED FROM THE OIL PAN OF A TRACTOR TRAILER TRUCK, AFTER THE DRIVER STRUCK A TREE. THE ENTIRE 10 GALLONS IMPACTED CONGO CREEK.",MOBILE,OTHER,4/27/18 13:00,OCCURRED,,6305 OHIO 361,,,KINGSTON,OH,ROSS,,,,,,,,,,,,,,,,N
1210549,"CALLER REPORTED A TRAIN GOING FROM ONE MAIN TRACK TO ANOTHER, DERAILED ON THE TRANSFER TRACK DUE TO UNKNOWN REASONS.",RAILROAD NON-RELEASE,DERAILMENT,4/27/18 17:30,OCCURRED,,MP 24.4,,,ALGOA,TX,GALVESTON,,,,,,,,,,,,,,,,N
1210550,"WHILE UNDERWAY LUBRICATING OIL (BOTH ENVIRONMENTAL AND NON-ENVIRO FRIENDLY) DISCHARGED FROM THE PORT V-DRIVE SEAL (UPPER AND LOWER LAYER), DUE TO A RUPTURE. THIS OCCURRED AFTER AN INITIAL REPORT OF OIL AND WATER ENTERING THE RUDDER ROOM, WHICH BLEW THE SEAL.
",VESSEL,EQUIPMENT FAILURE,4/27/18 18:30,DISCOVERED,* SEE POSITION,,,,,FL,ST. JOHNS,,,,,30,3,0,N,80,59,0,W,,,,N
1210552,CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN SQUALICUM HARBOR.,UNKNOWN SHEEN,UNKNOWN,4/27/18 18:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,BELLINGHAM,WA,WHATCOM,,,,,48,45,21,N,122,30,9,W,,,,N
1210553,CALLER STATED DRIVER OF A PASSENGER TRUCK BACKED HIS VEHICLE INTO THE WATER DUE TO UNKNOWN CAUSES. CALLER STATED THE VEHICLE IS FULLY SUBMERGED AND IS ACTIVELY LEAKING FUEL AND OIL INTO THE WATER.,MOBILE,OPERATOR ERROR,4/27/18 22:20,OCCURRED,,4975 SE DIXIE HWY,,,STUART,FL,MARTIN,,,,,,,,,,,,,,,,N
1210554,"TWO PASSENGER VEHICLES WERE INVOLVED IN AN ACCIDENT, WHEN ONE OF THE CARS LANDED ON RAIL PROPERTY. AS A RESULT, THE VEHICLE WAS STRUCK BY A NORTHBOUND FREIGHT TRAIN. NO INJURIES WERE INVOLVED. HOWEVER, A NORTHBOUND AMTRAK IS EXPECTED TO BE DELAYED FOR APPROXIMATELY 1 HOUR.",RAILROAD NON-RELEASE,TRESPASSER,4/27/18 21:40,OCCURRED,* SEE MILE POST,,,,OKLAHOMA CITY,OK,OKLAHOMA,,,,,,,,,,,,,,,,N
1210555,A VESSEL IS SUBMERGED ON THE HOQUIAM RIVER AND APPEARS TO BE ACTIVELY DISCHARGING. THE VESSEL ALSO HAS 55 GALLON BARRELS ONBOARD.,VESSEL,VESSEL SINKING,4/27/18 21:15,DISCOVERED,ONE BLOCK FROM KARR ST. (NEAR THE 7-11 & AL'S HUM-DINGER),,,,HOQUIAM,WA,GRAYS HARBOR,,,,,,,,,,,,,,,,N
1210556,CALLER STATED AN INDIVIDUAL WAS TRYING TO GET SOMETHING OFF THE TRACKS WHILE A TRAIN WAS ONCOMING. THE INDIVIDUAL HIT THE SIDE OF THE RAIL CAR WITH THEIR HEAD WHICH RESULTED IN FATAL INJURIES.,RAILROAD NON-RELEASE,TRESPASSER,4/27/18 21:32,OCCURRED,WESTEND STATION,,,,ATLANTA,GA,FULTON,,,,,,,,,,,,,,,,N
1210557,"THE REPORTING SOURCE STATED THAT THERE IS A PUNGENT ""DEAD FISH ODOR"" IN THE ATMOSPHERE THAT IS UNBEARABLE AND ""CHOKING"". THE SOURCE IS UNKNOWN, BUT, THE RP SUSPECTS ITS FROM ONE OF SEVERAL PLANTS IN THE AREA.",FIXED,UNKNOWN,4/27/18 22:30,OCCURRED,"* BALL PARK, OFF LOUISIANA HWY 136",,,,STERLINGTON,LA,OUACHITA,,,,,,,,,,,,,,,,N
1210558,CALLER STATED 15 GALLONS OF DIESEL FUEL RELEASED FROM A TUG BOAT; DUE TO A TANK OVERFLOW.,VESSEL,OPERATOR ERROR,4/28/18 1:05,OCCURRED,,2015 N. CONCORD ROAD,,,BELLE CHASSE,LA,PLAQUEMINES,,,,,,,,,,,,,,,,N
